kingdom	supergroup	division	class	order	family	genus	species	assignment confidence	assignment level	main functional class	detailed functional class	secondary functional class	detailed secondary functional class	associated organism	associated material	environment	potential human pathogen	comment	reference
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_karawaiewii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_kashinagacola	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_khmerensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_kruisii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_kunorum	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_labiduridarum	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lactis-condensi	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lassenensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_laureliae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lessepsii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lignicola	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lignohabitans	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lignosa	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_litseae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_llanquihuensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lycoperdinae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_lyxosophila	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_maltosa	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_maris	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_maritima	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_maxii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_melibiosica	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_membranifaciens	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_mesenterica	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_methanolophaga	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_methanolovescens	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_methanosorbosa	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_michaelii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_mogii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_montana	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_mucifera	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_multigemmis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_mycetangii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_naeodendra	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_nanaspora	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_natalensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_neerlandica	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_nemodendra	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_nitratophila	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_nivariensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_norvegica	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_odintsovae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_oleophila	probable	species	symbiotroph	epiphyte			plant				Epiphyte detection method-culture (de Capdeville et al. 2002)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_olivae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_ontarioensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_ooitensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_oregonensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_orthopsilosis	probable	species	symbiotroph	animal parasite			animal					Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_oslonensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_ovalis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pallodes	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_palmioleophila	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_palmyrensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_paludigena	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_panamensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_panamericana	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_parapsilosis	probable	species	symbiotroph	animal parasite	saprotroph	nectar/tap saprotroph	animal	nectar/tap	sugarrich substrates	opportunistic	Opportunistic human pathogen	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pararugosa	probable	species	symbiotroph	animal parasite			animal			opportunistic	Opportunistic human pathogen	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_peltata	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_peoriaensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_petrohuensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_picachoensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_piceae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pignaliae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pimensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pini	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_plutei	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pomicola	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_ponderosae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_populi	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_potacharoeniae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_prunicola	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pseudoglaebosa	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pseudointermedia	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pseudolambica	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pseudorhagii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pseudovanderkliftii	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_psychrophila	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_pyralidae	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_quercitrusa	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_quercuum	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_ralunensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_rancensis	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_rhagii	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_rugopelliculosa	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_rugosa	probable	species	symbiotroph	animal parasite			animal			probably opportunistic	Likely opportunistic human pathogen (Irinyi et al. 2015)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_sagamina	probable	genus	saprotroph	nectar/tap saprotroph				nectar/tap	sugarrich substrates	opportunistic	This asexual genus is polyphyletic and contain species that function very differently depend on what they are. Caution should be taken when interpreting guilds for Candida species.	FunGuild
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_saitoana	probable	species	symbiotroph	epiphyte			plant				Epiphyte detection method-culture (Mekbib et al. 2011)	Tedersoo lab
Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_sake	probable	species	symbiotroph	epiphyte			plant				Epiphyte detection method-culture (Mekbib et al. 2011)	Tedersoo lab
